,EQUIPMENTID,LANE_BUNDLE_DIRECTION,AGG_PERIOD_START,TOTAL_VOLUME
594,192,D,01/01/2015 10:00,692
595,192,D,01/01/2015 11:00,1283
596,192,D,01/01/2015 12:00,2101
597,192,D,01/01/2015 13:00,2144
598,192,D,01/01/2015 14:00,1704
599,192,D,01/01/2015 15:00,2204
600,192,D,01/01/2015 16:00,2715
601,192,D,01/01/2015 17:00,2569
602,192,D,01/01/2015 18:00,2427
603,192,D,01/01/2015 19:00,2027
604,192,D,01/01/2015 20:00,1768
605,192,D,01/01/2015 21:00,1653
606,192,D,01/01/2015 22:00,1417
607,192,D,01/01/2015 23:00,1053
608,193,C,01/01/2015 00:00,1490
609,193,C,01/01/2015 01:00,2343
610,193,C,01/01/2015 02:00,1959
611,193,C,01/01/2015 03:00,1465
612,193,C,01/01/2015 04:00,1273
613,193,C,01/01/2015 05:00,883
614,193,C,01/01/2015 06:00,720
615,193,C,01/01/2015 07:00,684
616,193,C,01/01/2015 08:00,500
617,193,C,01/01/2015 09:00,528
618,193,C,01/01/2015 10:00,821
619,193,C,01/01/2015 11:00,1389
620,193,C,01/01/2015 12:00,2466
621,193,C,01/01/2015 13:00,2556
622,193,C,01/01/2015 14:00,1883
623,193,C,01/01/2015 15:00,2138
624,193,C,01/01/2015 16:00,2858
625,193,C,01/01/2015 17:00,3198
626,193,C,01/01/2015 18:00,2912
627,193,C,01/01/2015 19:00,2242
628,193,C,01/01/2015 20:00,1845
629,193,C,01/01/2015 21:00,1812
630,193,C,01/01/2015 22:00,1503
631,193,C,01/01/2015 23:00,1180
632,193,D,01/01/2015 00:00,1436
633,193,D,01/01/2015 01:00,2317
634,193,D,01/01/2015 02:00,1715
635,193,D,01/01/2015 03:00,1163
636,193,D,01/01/2015 04:00,857
637,193,D,01/01/2015 05:00,685
638,193,D,01/01/2015 06:00,583
639,193,D,01/01/2015 07:00,593
640,193,D,01/01/2015 08:00,559
641,193,D,01/01/2015 09:00,629
642,193,D,01/01/2015 10:00,897
643,193,D,01/01/2015 11:00,1502
644,193,D,01/01/2015 12:00,2373
645,193,D,01/01/2015 13:00,2471
646,193,D,01/01/2015 14:00,2183
647,193,D,01/01/2015 15:00,2883
648,193,D,01/01/2015 16:00,3233
649,193,D,01/01/2015 17:00,2865
650,193,D,01/01/2015 18:00,2690
651,193,D,01/01/2015 19:00,2329
652,193,D,01/01/2015 20:00,2025
653,193,D,01/01/2015 21:00,1919
654,193,D,01/01/2015 22:00,1651
655,193,D,01/01/2015 23:00,1187
656,161,C,01/01/2015 00:00,869
657,161,C,01/01/2015 01:00,1621
658,161,C,01/01/2015 02:00,1178
659,161,C,01/01/2015 03:00,799
660,161,C,01/01/2015 04:00,659
661,161,C,01/01/2015 05:00,541
662,161,C,01/01/2015 06:00,398
663,161,C,01/01/2015 07:00,353
664,161,C,01/01/2015 08:00,319
665,161,C,01/01/2015 09:00,233
666,161,C,01/01/2015 10:00,370
667,161,C,01/01/2015 11:00,703
668,161,C,01/01/2015 12:00,1366
669,161,C,01/01/2015 13:00,1299
670,161,C,01/01/2015 14:00,872
671,161,C,01/01/2015 15:00,1005
672,161,C,01/01/2015 16:00,1362
673,161,C,01/01/2015 17:00,1716
674,161,C,01/01/2015 18:00,1486
675,161,C,01/01/2015 19:00,1233
676,161,C,01/01/2015 20:00,1077
677,161,C,01/01/2015 21:00,951
678,161,C,01/01/2015 22:00,940
679,161,C,01/01/2015 23:00,728
680,161,D,01/01/2015 00:00,728
681,161,D,01/01/2015 01:00,1037
682,161,D,01/01/2015 02:00,728
683,161,D,01/01/2015 03:00,535
684,161,D,01/01/2015 04:00,407
685,161,D,01/01/2015 05:00,340
686,161,D,01/01/2015 06:00,206
687,161,D,01/01/2015 07:00,295
688,161,D,01/01/2015 08:00,238
689,161,D,01/01/2015 09:00,230
690,161,D,01/01/2015 10:00,368
691,161,D,01/01/2015 11:00,682
692,161,D,01/01/2015 12:00,1165
693,161,D,01/01/2015 13:00,1230
694,161,D,01/01/2015 14:00,1074
695,161,D,01/01/2015 15:00,1341
696,161,D,01/01/2015 16:00,1247
697,161,D,01/01/2015 17:00,1210
698,161,D,01/01/2015 18:00,1057
699,161,D,01/01/2015 19:00,940
700,161,D,01/01/2015 20:00,791
701,161,D,01/01/2015 21:00,842
702,161,D,01/01/2015 22:00,637
703,161,D,01/01/2015 23:00,483
704,163,C,01/01/2015 00:00,1067
705,163,C,01/01/2015 01:00,1854
706,163,C,01/01/2015 02:00,1347
707,163,C,01/01/2015 03:00,903
708,163,C,01/01/2015 04:00,708
709,163,C,01/01/2015 05:00,600
710,163,C,01/01/2015 06:00,445
711,163,C,01/01/2015 07:00,404
712,163,C,01/01/2015 08:00,328
713,163,C,01/01/2015 09:00,242
714,163,C,01/01/2015 10:00,364
715,163,C,01/01/2015 11:00,737
716,163,C,01/01/2015 12:00,1422
717,163,C,01/01/2015 13:00,1456
718,163,C,01/01/2015 14:00,946
719,163,C,01/01/2015 15:00,1099
720,163,C,01/01/2015 16:00,1462
721,163,C,01/01/2015 17:00,1826
722,163,C,01/01/2015 18:00,1594
723,163,C,01/01/2015 19:00,1358
724,163,C,01/01/2015 20:00,1162
725,163,C,01/01/2015 21:00,1075
726,163,C,01/01/2015 22:00,1023
727,163,C,01/01/2015 23:00,773
728,163,D,01/01/2015 00:00,934
729,163,D,01/01/2015 01:00,1339
730,163,D,01/01/2015 02:00,904
731,163,D,01/01/2015 03:00,644
732,163,D,01/01/2015 04:00,481
733,163,D,01/01/2015 05:00,416
734,163,D,01/01/2015 06:00,294
735,163,D,01/01/2015 07:00,337
736,163,D,01/01/2015 08:00,298
737,163,D,01/01/2015 09:00,325
738,163,D,01/01/2015 10:00,479
739,163,D,01/01/2015 11:00,881
740,163,D,01/01/2015 12:00,1507
741,163,D,01/01/2015 13:00,1567
742,163,D,01/01/2015 14:00,1264
743,163,D,01/01/2015 15:00,1555
744,163,D,01/01/2015 16:00,1501
745,163,D,01/01/2015 17:00,1444
746,163,D,01/01/2015 18:00,1259
747,163,D,01/01/2015 19:00,1188
748,163,D,01/01/2015 20:00,1021
749,163,D,01/01/2015 21:00,1064
750,163,D,01/01/2015 22:00,868
751,163,D,01/01/2015 23:00,647
752,186,C,01/01/2015 00:00,484
753,186,C,01/01/2015 01:00,734
754,186,C,01/01/2015 02:00,547
755,186,C,01/01/2015 03:00,417
756,186,C,01/01/2015 04:00,354
757,186,C,01/01/2015 05:00,260
758,186,C,01/01/2015 06:00,193
759,186,C,01/01/2015 07:00,171
760,186,C,01/01/2015 08:00,167
761,186,C,01/01/2015 09:00,114
762,186,C,01/01/2015 10:00,182
763,186,C,01/01/2015 11:00,340
764,186,C,01/01/2015 12:00,671
765,186,C,01/01/2015 13:00,627
766,186,C,01/01/2015 14:00,357
767,186,C,01/01/2015 15:00,423
768,186,C,01/01/2015 16:00,775
769,186,C,01/01/2015 17:00,920
770,186,C,01/01/2015 18:00,723
771,186,C,01/01/2015 19:00,561
772,186,C,01/01/2015 20:00,483
773,186,C,01/01/2015 21:00,428
774,186,C,01/01/2015 22:00,392
775,186,C,01/01/2015 23:00,293
776,186,D,01/01/2015 00:00,519
777,186,D,01/01/2015 01:00,620
778,186,D,01/01/2015 02:00,403
779,186,D,01/01/2015 03:00,243
780,186,D,01/01/2015 04:00,175
781,186,D,01/01/2015 05:00,165
782,186,D,01/01/2015 06:00,144
783,186,D,01/01/2015 07:00,197
784,186,D,01/01/2015 08:00,135
785,186,D,01/01/2015 09:00,186
786,186,D,01/01/2015 10:00,290
787,186,D,01/01/2015 11:00,457
788,186,D,01/01/2015 12:00,663
789,186,D,01/01/2015 13:00,617
790,186,D,01/01/2015 14:00,665
791,186,D,01/01/2015 15:00,929
792,186,D,01/01/2015 16:00,786
793,186,D,01/01/2015 17:00,681
794,186,D,01/01/2015 18:00,547
795,186,D,01/01/2015 19:00,549
796,186,D,01/01/2015 20:00,516
797,186,D,01/01/2015 21:00,537
798,186,D,01/01/2015 22:00,427
799,186,D,01/01/2015 23:00,270
800,187,C,01/01/2015 00:00,682
801,187,C,01/01/2015 01:00,514
802,187,C,01/01/2015 02:00,282
803,187,C,01/01/2015 03:00,184
804,187,C,01/01/2015 04:00,182
805,187,C,01/01/2015 05:00,131
806,187,C,01/01/2015 06:00,162
807,187,C,01/01/2015 07:00,167
808,187,C,01/01/2015 08:00,152
809,187,C,01/01/2015 09:00,211
810,187,C,01/01/2015 10:00,377
811,187,C,01/01/2015 11:00,555
812,187,C,01/01/2015 12:00,665
813,187,C,01/01/2015 13:00,648
814,187,C,01/01/2015 14:00,923
815,187,C,01/01/2015 15:00,849
816,187,C,01/01/2015 16:00,642
817,187,C,01/01/2015 17:00,555
818,187,C,01/01/2015 18:00,534
819,187,C,01/01/2015 19:00,502
820,187,C,01/01/2015 20:00,531
821,187,C,01/01/2015 21:00,471
822,187,C,01/01/2015 22:00,338
823,187,C,01/01/2015 23:00,182
824,187,D,01/01/2015 00:00,0
825,187,D,01/01/2015 01:00,0
826,187,D,01/01/2015 02:00,0
827,187,D,01/01/2015 03:00,0
828,187,D,01/01/2015 04:00,0
829,187,D,01/01/2015 05:00,0
830,187,D,01/01/2015 06:00,0
831,187,D,01/01/2015 07:00,0
832,187,D,01/01/2015 08:00,0
833,187,D,01/01/2015 09:00,0
834,187,D,01/01/2015 10:00,0
835,187,D,01/01/2015 11:00,0
836,187,D,01/01/2015 12:00,0
837,187,D,01/01/2015 13:00,0
838,187,D,01/01/2015 14:00,0
839,187,D,01/01/2015 15:00,0
840,187,D,01/01/2015 16:00,0
841,187,D,01/01/2015 17:00,0
842,187,D,01/01/2015 18:00,0
843,187,D,01/01/2015 19:00,0
844,187,D,01/01/2015 20:00,0
845,187,D,01/01/2015 21:00,0
846,187,D,01/01/2015 22:00,0
847,187,D,01/01/2015 23:00,0
848,188,C,01/01/2015 00:00,444
849,188,C,01/01/2015 01:00,693
850,188,C,01/01/2015 02:00,522
851,188,C,01/01/2015 03:00,357
852,188,C,01/01/2015 04:00,342
853,188,C,01/01/2015 05:00,246
854,188,C,01/01/2015 06:00,193
855,188,C,01/01/2015 07:00,169
856,188,C,01/01/2015 08:00,162
857,188,C,01/01/2015 09:00,111
858,188,C,01/01/2015 10:00,199
859,188,C,01/01/2015 11:00,357
860,188,C,01/01/2015 12:00,669
861,188,C,01/01/2015 13:00,629
862,188,C,01/01/2015 14:00,377
863,188,C,01/01/2015 15:00,434
864,188,C,01/01/2015 16:00,735
865,188,C,01/01/2015 17:00,976
866,188,C,01/01/2015 18:00,709
867,188,C,01/01/2015 19:00,556
868,188,C,01/01/2015 20:00,475
869,188,C,01/01/2015 21:00,456
870,188,C,01/01/2015 22:00,380
871,188,C,01/01/2015 23:00,280
872,188,D,01/01/2015 00:00,477
873,188,D,01/01/2015 01:00,538
874,188,D,01/01/2015 02:00,322
875,188,D,01/01/2015 03:00,229
876,188,D,01/01/2015 04:00,167
877,188,D,01/01/2015 05:00,170
878,188,D,01/01/2015 06:00,131
879,188,D,01/01/2015 07:00,185
880,188,D,01/01/2015 08:00,119
881,188,D,01/01/2015 09:00,149
882,188,D,01/01/2015 10:00,243
883,188,D,01/01/2015 11:00,406
884,188,D,01/01/2015 12:00,579
885,188,D,01/01/2015 13:00,536
886,188,D,01/01/2015 14:00,670
887,188,D,01/01/2015 15:00,854
888,188,D,01/01/2015 16:00,690
889,188,D,01/01/2015 17:00,545
890,188,D,01/01/2015 18:00,521
891,188,D,01/01/2015 19:00,487
892,188,D,01/01/2015 20:00,489
893,188,D,01/01/2015 21:00,473
894,188,D,01/01/2015 22:00,370
895,188,D,01/01/2015 23:00,241
896,188,C,01/01/2015 00:00,350
897,188,C,01/01/2015 01:00,518
898,188,C,01/01/2015 02:00,369
899,188,C,01/01/2015 03:00,244
900,188,C,01/01/2015 04:00,243
901,188,C,01/01/2015 05:00,193
902,188,C,01/01/2015 06:00,119
903,188,C,01/01/2015 07:00,118
904,188,C,01/01/2015 08:00,118
905,188,C,01/01/2015 09:00,94
906,188,C,01/01/2015 10:00,175
907,188,C,01/01/2015 11:00,305
908,188,C,01/01/2015 12:00,528
909,188,C,01/01/2015 13:00,488
910,188,C,01/01/2015 14:00,292
911,188,C,01/01/2015 15:00,336
912,188,C,01/01/2015 16:00,573
913,188,C,01/01/2015 17:00,781
914,188,C,01/01/2015 18:00,533
915,188,C,01/01/2015 19:00,441
916,188,C,01/01/2015 20:00,377
917,188,C,01/01/2015 21:00,347
918,188,C,01/01/2015 22:00,283
919,188,C,01/01/2015 23:00,217
920,188,D,01/01/2015 00:00,384
921,188,D,01/01/2015 01:00,423
922,188,D,01/01/2015 02:00,262
923,188,D,01/01/2015 03:00,173
924,188,D,01/01/2015 04:00,148
925,188,D,01/01/2015 05:00,131
926,188,D,01/01/2015 06:00,98
927,188,D,01/01/2015 07:00,142
928,188,D,01/01/2015 08:00,93
929,188,D,01/01/2015 09:00,125
930,188,D,01/01/2015 10:00,194
931,188,D,01/01/2015 11:00,312
932,188,D,01/01/2015 12:00,444
933,188,D,01/01/2015 13:00,429
934,188,D,01/01/2015 14:00,522
935,188,D,01/01/2015 15:00,696
936,188,D,01/01/2015 16:00,550
937,188,D,01/01/2015 17:00,444
938,188,D,01/01/2015 18:00,441
939,188,D,01/01/2015 19:00,365
940,188,D,01/01/2015 20:00,422
941,188,D,01/01/2015 21:00,384
942,188,D,01/01/2015 22:00,306
943,188,D,01/01/2015 23:00,196
944,189,C,01/01/2015 00:00,248
945,189,C,01/01/2015 01:00,369
946,189,C,01/01/2015 02:00,247
947,189,C,01/01/2015 03:00,188
948,189,C,01/01/2015 04:00,161
949,189,C,01/01/2015 05:00,127
950,189,C,01/01/2015 06:00,90
951,189,C,01/01/2015 07:00,68
952,189,C,01/01/2015 08:00,92
953,189,C,01/01/2015 09:00,70
954,189,C,01/01/2015 10:00,131
955,189,C,01/01/2015 11:00,244
956,189,C,01/01/2015 12:00,439
957,189,C,01/01/2015 13:00,344
958,189,C,01/01/2015 14:00,215
959,189,C,01/01/2015 15:00,265
960,189,C,01/01/2015 16:00,402
961,189,C,01/01/2015 17:00,582
962,189,C,01/01/2015 18:00,362
963,189,C,01/01/2015 19:00,304
964,189,C,01/01/2015 20:00,295
965,189,C,01/01/2015 21:00,254
966,189,C,01/01/2015 22:00,205
967,189,C,01/01/2015 23:00,147
968,189,D,01/01/2015 00:00,292
969,189,D,01/01/2015 01:00,310
970,189,D,01/01/2015 02:00,188
971,189,D,01/01/2015 03:00,135
972,189,D,01/01/2015 04:00,103
973,189,D,01/01/2015 05:00,84
974,189,D,01/01/2015 06:00,74
975,189,D,01/01/2015 07:00,111
976,189,D,01/01/2015 08:00,65
977,189,D,01/01/2015 09:00,87
978,189,D,01/01/2015 10:00,170
979,189,D,01/01/2015 11:00,238
980,189,D,01/01/2015 12:00,359
981,189,D,01/01/2015 13:00,343
982,189,D,01/01/2015 14:00,413
983,189,D,01/01/2015 15:00,536
984,189,D,01/01/2015 16:00,421
985,189,D,01/01/2015 17:00,378
986,189,D,01/01/2015 18:00,346
987,189,D,01/01/2015 19:00,273
988,189,D,01/01/2015 20:00,335
989,189,D,01/01/2015 21:00,324
990,189,D,01/01/2015 22:00,223
991,189,D,01/01/2015 23:00,155
992,182,C,01/01/2015 00:00,529
993,182,C,01/01/2015 01:00,784
994,182,C,01/01/2015 02:00,540
995,182,C,01/01/2015 03:00,442
996,182,C,01/01/2015 04:00,351
997,182,C,01/01/2015 05:00,230
998,182,C,01/01/2015 06:00,173
999,182,C,01/01/2015 07:00,167
1000,182,C,01/01/2015 08:00,162
1001,182,C,01/01/2015 09:00,157
1002,182,C,01/01/2015 10:00,255
1003,182,C,01/01/2015 11:00,487
1004,182,C,01/01/2015 12:00,907
1005,182,C,01/01/2015 13:00,918
1006,182,C,01/01/2015 14:00,647
1007,182,C,01/01/2015 15:00,752
1008,182,C,01/01/2015 16:00,980
1009,182,C,01/01/2015 17:00,1065
1010,182,C,01/01/2015 18:00,890
1011,182,C,01/01/2015 19:00,743
1012,182,C,01/01/2015 20:00,656
1013,182,C,01/01/2015 21:00,629
1014,182,C,01/01/2015 22:00,574
1015,182,C,01/01/2015 23:00,371
1016,182,D,01/01/2015 00:00,740
1017,182,D,01/01/2015 01:00,1244
1018,182,D,01/01/2015 02:00,861
1019,182,D,01/01/2015 03:00,585
1020,182,D,01/01/2015 04:00,451
1021,182,D,01/01/2015 05:00,371
1022,182,D,01/01/2015 06:00,270
1023,182,D,01/01/2015 07:00,195
1024,182,D,01/01/2015 08:00,196
1025,182,D,01/01/2015 09:00,183
1026,182,D,01/01/2015 10:00,318
1027,182,D,01/01/2015 11:00,612
1028,182,D,01/01/2015 12:00,986
1029,182,D,01/01/2015 13:00,1050
1030,182,D,01/01/2015 14:00,791
1031,182,D,01/01/2015 15:00,1061
1032,182,D,01/01/2015 16:00,1244
1033,182,D,01/01/2015 17:00,1224
1034,182,D,01/01/2015 18:00,972
1035,182,D,01/01/2015 19:00,777
1036,182,D,01/01/2015 20:00,829
1037,182,D,01/01/2015 21:00,816
1038,182,D,01/01/2015 22:00,655
1039,182,D,01/01/2015 23:00,430
1040,183,C,01/01/2015 00:00,447
1041,183,C,01/01/2015 01:00,713
1042,183,C,01/01/2015 02:00,502
1043,183,C,01/01/2015 03:00,365
1044,183,C,01/01/2015 04:00,317
1045,183,C,01/01/2015 05:00,221
1046,183,C,01/01/2015 06:00,172
1047,183,C,01/01/2015 07:00,147
1048,183,C,01/01/2015 08:00,146
1049,183,C,01/01/2015 09:00,152
1050,183,C,01/01/2015 10:00,241
1051,183,C,01/01/2015 11:00,505
1052,183,C,01/01/2015 12:00,884
1053,183,C,01/01/2015 13:00,894
1054,183,C,01/01/2015 14:00,670
1055,183,C,01/01/2015 15:00,722
1056,183,C,01/01/2015 16:00,853
1057,183,C,01/01/2015 17:00,976
1058,183,C,01/01/2015 18:00,833
1059,183,C,01/01/2015 19:00,695
1060,183,C,01/01/2015 20:00,588
1061,183,C,01/01/2015 21:00,577
1062,183,C,01/01/2015 22:00,518
1063,183,C,01/01/2015 23:00,354
1064,183,D,01/01/2015 00:00,535
1065,183,D,01/01/2015 01:00,856
1066,183,D,01/01/2015 02:00,593
1067,183,D,01/01/2015 03:00,379
1068,183,D,01/01/2015 04:00,305
1069,183,D,01/01/2015 05:00,224
1070,183,D,01/01/2015 06:00,182
1071,183,D,01/01/2015 07:00,145
1072,183,D,01/01/2015 08:00,139
1073,183,D,01/01/2015 09:00,126
1074,183,D,01/01/2015 10:00,224
1075,183,D,01/01/2015 11:00,452
1076,183,D,01/01/2015 12:00,738
1077,183,D,01/01/2015 13:00,838
1078,183,D,01/01/2015 14:00,618
1079,183,D,01/01/2015 15:00,841
1080,183,D,01/01/2015 16:00,1049
1081,183,D,01/01/2015 17:00,1041
1082,183,D,01/01/2015 18:00,836
1083,183,D,01/01/2015 19:00,661
1084,183,D,01/01/2015 20:00,654
1085,183,D,01/01/2015 21:00,654
1086,183,D,01/01/2015 22:00,545
1087,183,D,01/01/2015 23:00,387
1088,184,C,01/01/2015 00:00,503
1089,184,C,01/01/2015 01:00,791
1090,184,C,01/01/2015 02:00,535
1091,184,C,01/01/2015 03:00,378
1092,184,C,01/01/2015 04:00,316
1093,184,C,01/01/2015 05:00,231
1094,184,C,01/01/2015 06:00,182
1095,184,C,01/01/2015 07:00,163
1096,184,C,01/01/2015 08:00,139
1097,184,C,01/01/2015 09:00,176
1098,184,C,01/01/2015 10:00,280
1099,184,C,01/01/2015 11:00,526
1100,184,C,01/01/2015 12:00,929
1101,184,C,01/01/2015 13:00,940
1102,184,C,01/01/2015 14:00,746
1103,184,C,01/01/2015 15:00,804
1104,184,C,01/01/2015 16:00,830
1105,184,C,01/01/2015 17:00,907
1106,184,C,01/01/2015 18:00,789
1107,184,C,01/01/2015 19:00,669
1108,184,C,01/01/2015 20:00,598
1109,184,C,01/01/2015 21:00,566
1110,184,C,01/01/2015 22:00,502
1111,184,C,01/01/2015 23:00,346
1112,184,D,01/01/2015 00:00,544
1113,184,D,01/01/2015 01:00,919
1114,184,D,01/01/2015 02:00,679
1115,184,D,01/01/2015 03:00,422
1116,184,D,01/01/2015 04:00,336
1117,184,D,01/01/2015 05:00,246
1118,184,D,01/01/2015 06:00,196
1119,184,D,01/01/2015 07:00,183
1120,184,D,01/01/2015 08:00,154
1121,184,D,01/01/2015 09:00,154
1122,184,D,01/01/2015 10:00,242
1123,184,D,01/01/2015 11:00,438
1124,184,D,01/01/2015 12:00,790
1125,184,D,01/01/2015 13:00,899
1126,184,D,01/01/2015 14:00,624
1127,184,D,01/01/2015 15:00,850
1128,184,D,01/01/2015 16:00,1099
1129,184,D,01/01/2015 17:00,1234
1130,184,D,01/01/2015 18:00,985
1131,184,D,01/01/2015 19:00,741
1132,184,D,01/01/2015 20:00,738
1133,184,D,01/01/2015 21:00,755
1134,184,D,01/01/2015 22:00,612
1135,184,D,01/01/2015 23:00,435
1136,124680,C,01/01/2015 00:00,166
1137,124680,C,01/01/2015 01:00,251
1138,124680,C,01/01/2015 02:00,207
1139,124680,C,01/01/2015 03:00,130
1140,124680,C,01/01/2015 04:00,93
1141,124680,C,01/01/2015 05:00,46
1142,124680,C,01/01/2015 06:00,35
1143,124680,C,01/01/2015 07:00,37
1144,124680,C,01/01/2015 08:00,53
1145,124680,C,01/01/2015 09:00,82
1146,124680,C,01/01/2015 10:00,145
1147,124680,C,01/01/2015 11:00,208
1148,124680,C,01/01/2015 12:00,291
1149,124680,C,01/01/2015 13:00,288
1150,124680,C,01/01/2015 14:00,312
1151,124680,C,01/01/2015 15:00,433
1152,124680,C,01/01/2015 16:00,582
1153,124680,C,01/01/2015 17:00,745
1154,124680,C,01/01/2015 18:00,694
1155,124680,C,01/01/2015 19:00,394
1156,124680,C,01/01/2015 20:00,223
1157,124680,C,01/01/2015 21:00,190
1158,124680,C,01/01/2015 22:00,143
1159,124680,C,01/01/2015 23:00,86
1160,124680,D,01/01/2015 00:00,53
1161,124680,D,01/01/2015 01:00,86
1162,124680,D,01/01/2015 02:00,56
1163,124680,D,01/01/2015 03:00,45
1164,124680,D,01/01/2015 04:00,41
1165,124680,D,01/01/2015 05:00,33
1166,124680,D,01/01/2015 06:00,33
1167,124680,D,01/01/2015 07:00,35
1168,124680,D,01/01/2015 08:00,34
1169,124680,D,01/01/2015 09:00,47
1170,124680,D,01/01/2015 10:00,78
1171,124680,D,01/01/2015 11:00,261
1172,124680,D,01/01/2015 12:00,357
1173,124680,D,01/01/2015 13:00,299
1174,124680,D,01/01/2015 14:00,416
1175,124680,D,01/01/2015 15:00,564
1176,124680,D,01/01/2015 16:00,534
1177,124680,D,01/01/2015 17:00,442
1178,124680,D,01/01/2015 18:00,351
1179,124680,D,01/01/2015 19:00,246
1180,124680,D,01/01/2015 20:00,181
1181,124680,D,01/01/2015 21:00,177
1182,124680,D,01/01/2015 22:00,148
1183,124680,D,01/01/2015 23:00,83
